"","schoolcode","choicepgm","district","latitude","longtitude","cutoff","quality","size"
"211327",20703,"Agriculture","Birim North ( New Abirem)",6.22278738021851,-1.02167463302612,219,252.058823529412,34
"211330",20703,"Business","Birim North ( New Abirem)",6.22278738021851,-1.02167463302612,220,248.162790697674,43
"211465",60602,"Business","Kintampo",8.37111854553223,-1.54442632198334,219,242.5,6
"211473",60602,"General Arts","Kintampo",8.37111854553223,-1.54442632198334,213,250.727272727273,22
"211486",60602,"Agriculture","Kintampo",8.37111854553223,-1.54442632198334,212,236.266666666667,15
"211495",60602,"Technical","Kintampo",8.37111854553223,-1.54442632198334,238,251,7
"211517",71105,"Agriculture","Akatsi",6.20688915252686,0.842700481414795,224,290.5,2
"211527",40202,"Business","Sefwi Wiawso",6.25838994979858,-2.63786101341248,241,262.455555555556,90
"211528",40202,"General Science","Sefwi Wiawso",6.25838994979858,-2.63786101341248,231,267.822222222222,45
"211530",40202,"General Arts","Sefwi Wiawso",6.25838994979858,-2.63786101341248,249,270.566666666667,90
"211533",40202,"Agriculture","Sefwi Wiawso",6.25838994979858,-2.63786101341248,220,246.577777777778,90
"211535",40202,"Home Economics","Sefwi Wiawso",6.25838994979858,-2.63786101341248,240,257.622222222222,45
"211552",40202,"Technical","Sefwi Wiawso",6.25838994979858,-2.63786101341248,241,259.711111111111,45
"211946",50206,"Business","Atwima / Nwabiagya (Nkawie)",6.68133735656738,-1.80875706672668,212,259.191666666667,120
"211981",50206,"General Arts","Atwima / Nwabiagya (Nkawie)",6.68133735656738,-1.80875706672668,233,267.077777777778,180
"212114",50206,"General Science","Atwima / Nwabiagya (Nkawie)",6.68133735656738,-1.80875706672668,210,266.692307692308,39
"212376",90101,"Business","Bawku East (Bawku)",11.0363521575928,-0.188137739896774,247,268.722222222222,180
"212377",90101,"General Arts","Bawku East (Bawku)",11.0363521575928,-0.188137739896774,269,286.144444444444,180
"212381",90101,"General Science","Bawku East (Bawku)",11.0363521575928,-0.188137739896774,272,291.044444444444,45
"212384",90101,"Agriculture","Bawku East (Bawku)",11.0363521575928,-0.188137739896774,263,279.2,90
"212393",90101,"Visual Arts","Bawku East (Bawku)",11.0363521575928,-0.188137739896774,232,252.377777777778,45
"212403",90101,"Home Economics","Bawku East (Bawku)",11.0363521575928,-0.188137739896774,240,259.066666666667,45
"212973",90102,"Visual Arts","Bawku East (Bawku)",11.0363521575928,-0.188137739896774,206,238.827586206897,29
"212988",90102,"Technical","Bawku East (Bawku)",11.0363521575928,-0.188137739896774,208,238.522727272727,44
"213002",90102,"Agriculture","Bawku East (Bawku)",11.0363521575928,-0.188137739896774,207,239.422222222222,90
"213026",90102,"Home Economics","Bawku East (Bawku)",11.0363521575928,-0.188137739896774,207,235.282051282051,39
"213200",9090101,"Mech. Eng. Craft Pract.","Bawku East (Bawku)",11.0363521575928,-0.188137739896774,200,236.285714285714,14
"213225",9090101,"Electrical Installation Works","Bawku East (Bawku)",11.0363521575928,-0.188137739896774,204,236.375,40
"213231",9090101,"Motor Vehicle Mech.","Bawku East (Bawku)",11.0363521575928,-0.188137739896774,223,258.5,18
"213236",9090101,"Carpentry & Joinery","Bawku East (Bawku)",11.0363521575928,-0.188137739896774,211,234,8
"213239",9090101,"Block Laying & Concreting","Bawku East (Bawku)",11.0363521575928,-0.188137739896774,205,237.882352941176,17
"213264",9090101,"Fashion Design","Bawku East (Bawku)",11.0363521575928,-0.188137739896774,198,232.25,16
"213335",20403,"Business","Akwapim North (Akropong)",5.97642612457275,-0.166071146726608,299,323.363636363636,99
"213340",20403,"Agriculture","Akwapim North (Akropong)",5.97642612457275,-0.166071146726608,295,319.85,20
"213354",20403,"General Arts","Akwapim North (Akropong)",5.97642612457275,-0.166071146726608,299,323,248
"213451",20403,"General Science","Akwapim North (Akropong)",5.97642612457275,-0.166071146726608,286,321.538461538462,39
"213564",20403,"Home Economics","Akwapim North (Akropong)",5.97642612457275,-0.166071146726608,311,329.538461538462,39
"213798",40906,"Technical","Mpohor-Wassa East (Daboase)",5.3307957649231,-1.69756937026978,211,244.090909090909,11
"213833",40906,"Business","Mpohor-Wassa East (Daboase)",5.3307957649231,-1.69756937026978,211,256.363636363636,11
"213835",21009,"Business","Kwahu South (Mpraeso)",6.61922645568848,-0.635528683662415,226,246.153846153846,13
"213857",21009,"Visual Arts","Kwahu South (Mpraeso)",6.61922645568848,-0.635528683662415,214,240.75,12
"213864",21009,"General Arts","Kwahu South (Mpraeso)",6.61922645568848,-0.635528683662415,210,240.290322580645,31
"213954",51702,"Business","Bosomtwe/Atwima/Kwanwoma (Kuntanase)",6.55932283401489,-1.56275165081024,222,266.969696969697,33
"213958",51702,"General Arts","Bosomtwe/Atwima/Kwanwoma (Kuntanase)",6.55932283401489,-1.56275165081024,211,258.6,65
"214059",51702,"Agriculture","Bosomtwe/Atwima/Kwanwoma (Kuntanase)",6.55932283401489,-1.56275165081024,213,257.807692307692,26
"214087",60301,"Visual Arts","Berekum",7.50356483459473,-2.63174390792847,266,289.127272727273,55
"214089",60301,"General Arts","Berekum",7.50356483459473,-2.63174390792847,319,332.85,120
"214097",60301,"Business","Berekum",7.50356483459473,-2.63174390792847,307,323.875,56
"214098",60301,"Home Economics","Berekum",7.50356483459473,-2.63174390792847,278,301.196428571429,56
"214114",60301,"General Science","Berekum",7.50356483459473,-2.63174390792847,313,334.625,56
"214134",60301,"Agriculture","Berekum",7.50356483459473,-2.63174390792847,297,315.696428571429,56
"214509",30702,"General Arts","Ajumako/Enyan/Essiam (Ajumako)",5.40172481536865,-1.00538456439972,241,263.770833333333,144
"214514",30702,"Business","Ajumako/Enyan/Essiam (Ajumako)",5.40172481536865,-1.00538456439972,236,260.01,100
"214529",30702,"General Science","Ajumako/Enyan/Essiam (Ajumako)",5.40172481536865,-1.00538456439972,232,265.48,25
"214568",30702,"Home Economics","Ajumako/Enyan/Essiam (Ajumako)",5.40172481536865,-1.00538456439972,236,253.5,30
"214810",40701,"Home Economics","Bibiani/Anhwiaso/Bekwai (Bibiani)",6.25989246368408,-2.22354602813721,247,271.133333333333,45
"214813",40701,"General Arts","Bibiani/Anhwiaso/Bekwai (Bibiani)",6.25989246368408,-2.22354602813721,263,288.755555555556,135
"214819",40701,"Agriculture","Bibiani/Anhwiaso/Bekwai (Bibiani)",6.25989246368408,-2.22354602813721,266,288.155555555556,45
"214827",40701,"General Science","Bibiani/Anhwiaso/Bekwai (Bibiani)",6.25989246368408,-2.22354602813721,227,268.222222222222,90
"214838",40701,"Business","Bibiani/Anhwiaso/Bekwai (Bibiani)",6.25989246368408,-2.22354602813721,258,285.68,100
"214839",40701,"Technical","Bibiani/Anhwiaso/Bekwai (Bibiani)",6.25989246368408,-2.22354602813721,249,275.222222222222,45
"215273",80401,"General Arts","Nanumba North (Bimbilla)",8.81677436828613,-0.141764163970947,223,245.058333333333,120
"215274",80401,"Business","Nanumba North (Bimbilla)",8.81677436828613,-0.141764163970947,197,234.320512820513,78
"215275",80401,"General Science","Nanumba North (Bimbilla)",8.81677436828613,-0.141764163970947,205,238.611111111111,18
"215281",80401,"Agriculture","Nanumba North (Bimbilla)",8.81677436828613,-0.141764163970947,218,232.766666666667,30
"215533",70601,"General Science","Kpando",6.89685153961182,0.267385125160217,352,371.911111111111,90
"215537",70601,"General Arts","Kpando",6.89685153961182,0.267385125160217,328,351.355555555556,90
"215541",70601,"Agriculture","Kpando",6.89685153961182,0.267385125160217,221,288.935064935065,77
"215542",70601,"Business","Kpando",6.89685153961182,0.267385125160217,320,347.766666666667,90
"215888",31001,"Business","Upper Denkyira (Dunkwa-On-Offin)",5.957923412323,-1.86744821071625,294,319.207692307692,130
"215892",31001,"General Arts","Upper Denkyira (Dunkwa-On-Offin)",5.957923412323,-1.86744821071625,320,337.023076923077,130
"215909",31001,"Home Economics","Upper Denkyira (Dunkwa-On-Offin)",5.957923412323,-1.86744821071625,303,319.555555555556,45
"215916",31001,"Agriculture","Upper Denkyira (Dunkwa-On-Offin)",5.957923412323,-1.86744821071625,291,311.666666666667,45
"215929",31001,"General Science","Upper Denkyira (Dunkwa-On-Offin)",5.957923412323,-1.86744821071625,311,337.6,55
"215962",31001,"Visual Arts","Upper Denkyira (Dunkwa-On-Offin)",5.957923412323,-1.86744821071625,267,294.145454545455,55
"216389",60206,"General Arts","Tano (Bechem)",7.18365907669067,-2.02141523361206,270,289.366666666667,60
"216394",60206,"Home Economics","Tano (Bechem)",7.18365907669067,-2.02141523361206,202,248.244444444444,45
"216403",60206,"Visual Arts","Tano (Bechem)",7.18365907669067,-2.02141523361206,216,249.857142857143,35
"216412",60206,"Business","Tano (Bechem)",7.18365907669067,-2.02141523361206,225,257.810344827586,58
"216416",60206,"Agriculture","Tano (Bechem)",7.18365907669067,-2.02141523361206,249,270.490909090909,55
"216419",60206,"Technical","Tano (Bechem)",7.18365907669067,-2.02141523361206,244,264.266666666667,45
"216726",51302,"Agriculture","Adansi East (New Edubiase)",6.10548162460327,-1.39652860164642,233,254.516666666667,60
"216771",51302,"General Arts","Adansi East (New Edubiase)",6.10548162460327,-1.39652860164642,233,249.8,5
"216823",80701,"General Arts","Bole",8.62969589233398,-2.26667523384094,196,238.641975308642,162
"216827",80701,"Agriculture","Bole",8.62969589233398,-2.26667523384094,230,252.527777777778,36
"216831",80701,"General Science","Bole",8.62969589233398,-2.26667523384094,220,259.138888888889,36
"216844",80701,"Business","Bole",8.62969589233398,-2.26667523384094,203,241.880952380952,42
"216949",80701,"Home Economics","Bole",8.62969589233398,-2.26667523384094,220,238.261904761905,42
"217128",90401,"Business","Bolgatanga",10.7424564361572,-0.880232632160187,258,284.612244897959,49
"217129",90401,"General Science","Bolgatanga",10.7424564361572,-0.880232632160187,247,278.6,50
"217130",90401,"General Arts","Bolgatanga",10.7424564361572,-0.880232632160187,271,290.626666666667,150
"217132",90401,"Home Economics","Bolgatanga",10.7424564361572,-0.880232632160187,257,280.2,70
"217448",90403,"General Science","Bolgatanga",10.7424564361572,-0.880232632160187,314,335.6375,80
"217449",90403,"Business","Bolgatanga",10.7424564361572,-0.880232632160187,287,308.891666666667,120
"217457",90403,"Agriculture","Bolgatanga",10.7424564361572,-0.880232632160187,284,304.1875,80
"217458",90403,"General Arts","Bolgatanga",10.7424564361572,-0.880232632160187,302,322.075,120
"217858",9090401,"Electrical Installation Works","Bolgatanga",10.7424564361572,-0.880232632160187,228,250.25,60
"217862",9090401,"Block Laying & Concreting","Bolgatanga",10.7424564361572,-0.880232632160187,213,241.064516129032,31
"217867",9090401,"Motor Vehicle Mech.","Bolgatanga",10.7424564361572,-0.880232632160187,204,236.173913043478,23
"217892",9090401,"Accounting","Bolgatanga",10.7424564361572,-0.880232632160187,192,234.677083333333,96
"217918",9090401,"Secretarial","Bolgatanga",10.7424564361572,-0.880232632160187,206,225.916666666667,12
"217982",9090401,"Welding & Fabrication","Bolgatanga",10.7424564361572,-0.880232632160187,191,243.833333333333,6
"218080",9090401,"Fashion Design","Bolgatanga",10.7424564361572,-0.880232632160187,205,237.818181818182,11
"218147",9090401,"Carpentry & Joinery","Bolgatanga",10.7424564361572,-0.880232632160187,201,227,2
"218240",9090401,"Mech. Eng. Craft Pract.","Bolgatanga",10.7424564361572,-0.880232632160187,203,235.615384615385,13
"218270",9090401,"Painting & Decorating","Bolgatanga",10.7424564361572,-0.880232632160187,228,260.166666666667,6
"218280",60205,"General Arts","Tano (Bechem)",7.18365907669067,-2.02141523361206,215,241.952380952381,21
"218284",60205,"Business","Tano (Bechem)",7.18365907669067,-2.02141523361206,222,244.571428571429,7
"218296",60205,"Agriculture","Tano (Bechem)",7.18365907669067,-2.02141523361206,222,243.5,8
"218318",60205,"Home Economics","Tano (Bechem)",7.18365907669067,-2.02141523361206,226,254.5,4
"218324",40108,"Technical","Shama/Ahanta/East (Sekondi/Takoradi)",5.0811014175415,-1.62365472316742,275,297.222222222222,90
"218330",40108,"General Arts","Shama/Ahanta/East (Sekondi/Takoradi)",5.0811014175415,-1.62365472316742,277,293.202247191011,89
"218332",40108,"Home Economics","Shama/Ahanta/East (Sekondi/Takoradi)",5.0811014175415,-1.62365472316742,245,266.311111111111,90
"218356",40108,"Visual Arts","Shama/Ahanta/East (Sekondi/Takoradi)",5.0811014175415,-1.62365472316742,262,281.577777777778,45
"218499",40108,"General Science","Shama/Ahanta/East (Sekondi/Takoradi)",5.0811014175415,-1.62365472316742,265,290.444444444444,45
"218697",90601,"Home Economics","Bongo",10.9241199493408,-0.787704288959503,216,235.625,40
"218703",90601,"General Arts","Bongo",10.9241199493408,-0.787704288959503,235,256.2125,160
"218901",51605,"General Arts","Ejisu/Juaben (Ejisu)",6.70792675018311,-1.38873517513275,204,255.808,250
"218908",51605,"Technical","Ejisu/Juaben (Ejisu)",6.70792675018311,-1.38873517513275,221,248.48,50
"218909",51605,"Agriculture","Ejisu/Juaben (Ejisu)",6.70792675018311,-1.38873517513275,214,254.985714285714,70
"218998",51605,"Home Economics","Ejisu/Juaben (Ejisu)",6.70792675018311,-1.38873517513275,240,261.6,60
"219316",40304,"Home Economics","Nzema East (Axim)",5.14122581481934,-2.31180214881897,214,236.368421052632,19
"219317",40304,"General Arts","Nzema East (Axim)",5.14122581481934,-2.31180214881897,209,255.340659340659,91
"219320",40304,"Business","Nzema East (Axim)",5.14122581481934,-2.31180214881897,204,240.025,40
"219344",40304,"Agriculture","Nzema East (Axim)",5.14122581481934,-2.31180214881897,207,241.5,40
"219525",20804,"General Arts","Asuogyaman (Senchi Ferry)",6.1892294883728,0.0883282497525215,196,254.4,110
"219529",20804,"Technical","Asuogyaman (Senchi Ferry)",6.1892294883728,0.0883282497525215,203,252.658823529412,85
"219537",20804,"Business","Asuogyaman (Senchi Ferry)",6.1892294883728,0.0883282497525215,202,248.923076923077,52
"219539",20804,"Home Economics","Asuogyaman (Senchi Ferry)",6.1892294883728,0.0883282497525215,205,247.875,32
"219848",50305,"General Arts","Amansie East (Bekwai)",6.38336086273193,-1.37072885036469,216,264.452380952381,42
"219852",50305,"Home Economics","Amansie East (Bekwai)",6.38336086273193,-1.37072885036469,233,244.4,10
"219856",50305,"Technical","Amansie East (Bekwai)",6.38336086273193,-1.37072885036469,215,253.076923076923,13
"219914",30801,"General Arts","Asikuma/Odoben/Brakwa (Breman Asikuma)",5.63825035095215,-1.01707422733307,295,316.514285714286,210
"219915",30801,"Business","Asikuma/Odoben/Brakwa (Breman Asikuma)",5.63825035095215,-1.01707422733307,309,329.242857142857,70
"219930",30801,"Home Economics","Asikuma/Odoben/Brakwa (Breman Asikuma)",5.63825035095215,-1.01707422733307,280,299.116666666667,60
"219979",30801,"General Science","Asikuma/Odoben/Brakwa (Breman Asikuma)",5.63825035095215,-1.01707422733307,308,331.822222222222,45
"220316",71101,"General Arts","Akatsi",6.20688915252686,0.842700481414795,249,273.85,120
"220319",71101,"Home Economics","Akatsi",6.20688915252686,0.842700481414795,206,244.290322580645,31
"220322",71101,"Business","Akatsi",6.20688915252686,0.842700481414795,230,265.6125,80
"220329",71101,"General Science","Akatsi",6.20688915252686,0.842700481414795,221,263.421052631579,38
"220345",71101,"Visual Arts","Akatsi",6.20688915252686,0.842700481414795,202,249.571428571429,28
"220614",80502,"Agriculture","East Mamprusi (Gambaga)",10.4712734222412,-0.41415736079216,210,232.25,8
"220644",60704,"General Arts","Techiman",7.67761468887329,-1.94484198093414,215,248.088235294118,34
"220656",60704,"Agriculture","Techiman",7.67761468887329,-1.94484198093414,209,246.75,32
"220728",80104,"Home Economics","Tamale",9.38335132598877,-0.784348249435425,262,283.2,60
"220730",80104,"Business","Tamale",9.38335132598877,-0.784348249435425,269,289.56,300
"220768",80104,"General Arts","Tamale",9.38335132598877,-0.784348249435425,277,294.841666666667,120
"221204",60902,"Agriculture","Nkoranza",7.66436910629272,-1.51597356796265,218,248.666666666667,39
"221212",60902,"Business","Nkoranza",7.66436910629272,-1.51597356796265,219,245.5,24
"221275",9030101,"Mech. Eng. Craft Pract.","Cape Coast Municipal",5.15365600585938,-1.3065938949585,262,294.92,25
"221279",9030101,"Motor Vehicle Mech.","Cape Coast Municipal",5.15365600585938,-1.3065938949585,266,295.56,25
"221285",9030101,"Electrical Mach. Rew.","Cape Coast Municipal",5.15365600585938,-1.3065938949585,214,259.842105263158,19
"221301",9030101,"Painting & Decorating","Cape Coast Municipal",5.15365600585938,-1.3065938949585,218,245.636363636364,11
"221305",9030101,"Block Laying & Concreting","Cape Coast Municipal",5.15365600585938,-1.3065938949585,213,260.411764705882,17
"221333",9030101,"Furniture Craft","Cape Coast Municipal",5.15365600585938,-1.3065938949585,216,243.428571428571,7
"221389",9030101,"Plumbing & Gas Fitting","Cape Coast Municipal",5.15365600585938,-1.3065938949585,258,266.333333333333,3
"221394",9030101,"Carpentry & Joinery","Cape Coast Municipal",5.15365600585938,-1.3065938949585,219,249.111111111111,9
"221440",9030101,"Catering","Cape Coast Municipal",5.15365600585938,-1.3065938949585,243,267,3
"221504",9030101,"Refrigeration & Air Cond.","Cape Coast Municipal",5.15365600585938,-1.3065938949585,193,238.428571428571,7
"221558",9030101,"Fashion Design","Cape Coast Municipal",5.15365600585938,-1.3065938949585,210,230.2,5
"221591",10202,"Technical","Tema",5.69031476974487,-0.0500882156193256,290,318.4,80
"221595",10202,"General Arts","Tema",5.69031476974487,-0.0500882156193256,316,339.27135678392,199
"221596",10202,"Home Economics","Tema",5.69031476974487,-0.0500882156193256,321,340.9,40
"221605",10202,"General Science","Tema",5.69031476974487,-0.0500882156193256,320,352.383333333333,120
"221695",10202,"Visual Arts","Tema",5.69031476974487,-0.0500882156193256,310,343.641025641026,39
"222151",80901,"General Arts","Saboba/Chereponi (Saboba)",9.91628551483154,0.166294068098068,202,221.333333333333,9
"222171",90503,"General Arts","Kassena/Nankani (Navrongo)",10.9094228744507,-1.21744096279144,194,236.911111111111,45
"222177",90503,"Business","Kassena/Nankani (Navrongo)",10.9094228744507,-1.21744096279144,208,238.888888888889,27
"222209",90503,"Agriculture","Kassena/Nankani (Navrongo)",10.9094228744507,-1.21744096279144,205,237.35,40
"222303",60102,"General Arts","Sunyani",7.34467792510986,-2.3274233341217,217,262.9,110
"222311",60102,"Business","Sunyani",7.34467792510986,-2.3274233341217,215,255.781818181818,55
"222355",60102,"Agriculture","Sunyani",7.34467792510986,-2.3274233341217,219,251.024390243902,41
"222534",51204,"Home Economics","Adansi West (Obuasi)",5.98641157150269,-1.65927422046661,227,268.6125,80
"222539",51204,"Business","Adansi West (Obuasi)",5.98641157150269,-1.65927422046661,219,269.233766233766,77
"222542",51204,"General Arts","Adansi West (Obuasi)",5.98641157150269,-1.65927422046661,243,282.665,200
"222586",51204,"General Science","Adansi West (Obuasi)",5.98641157150269,-1.65927422046661,210,265.9375,48
"222634",51204,"Visual Arts","Adansi West (Obuasi)",5.98641157150269,-1.65927422046661,211,264.376811594203,69
"223159",10119,"Business","Accra Metropolitan",5.6073956489563,-0.197115257382393,259,288.325,120
"223174",10119,"Home Economics","Accra Metropolitan",5.6073956489563,-0.197115257382393,264,279.12,50
"223207",10119,"General Science","Accra Metropolitan",5.6073956489563,-0.197115257382393,235,279.413793103448,29
"223231",10119,"General Arts","Accra Metropolitan",5.6073956489563,-0.197115257382393,273,291.96,150
"223616",10119,"Visual Arts","Accra Metropolitan",5.6073956489563,-0.197115257382393,272,290.938775510204,49
"223649",51003,"Business","Asante Akim North (Konongo)",6.83400392532349,-1.01796305179596,220,258.26875,160
"223664",51003,"General Arts","Asante Akim North (Konongo)",6.83400392532349,-1.01796305179596,222,253.0625,160
"223670",51003,"General Science","Asante Akim North (Konongo)",6.83400392532349,-1.01796305179596,221,261.263157894737,38
"223829",51003,"Home Economics","Asante Akim North (Konongo)",6.83400392532349,-1.01796305179596,238,260.975,40
"224120",9070901,"Fashion Design","South Tongu (Sogakope)",5.96053743362427,0.645589470863342,243,251.333333333333,3
"224123",9070901,"Electrical Installation Works","South Tongu (Sogakope)",5.96053743362427,0.645589470863342,215,245.4375,16
"224170",70902,"Business","South Tongu (Sogakope)",5.96053743362427,0.645589470863342,213,247.411764705882,34
"224174",70902,"General Arts","South Tongu (Sogakope)",5.96053743362427,0.645589470863342,208,245.979166666667,48
"224181",70902,"Agriculture","South Tongu (Sogakope)",5.96053743362427,0.645589470863342,211,238.111111111111,27
"224208",70902,"Home Economics","South Tongu (Sogakope)",5.96053743362427,0.645589470863342,233,253.857142857143,7
"224310",41101,"Technical","Mpohor-Wassa East (Daboase)",5.3307957649231,-1.69756937026978,210,239.6,20
"224316",41101,"Home Economics","Mpohor-Wassa East (Daboase)",5.3307957649231,-1.69756937026978,210,224.642857142857,14
"224325",41101,"Agriculture","Mpohor-Wassa East (Daboase)",5.3307957649231,-1.69756937026978,224,253.64,25
"224344",41101,"General Science","Mpohor-Wassa East (Daboase)",5.3307957649231,-1.69756937026978,209,249,14
"224363",41101,"General Arts","Mpohor-Wassa East (Daboase)",5.3307957649231,-1.69756937026978,230,258.566666666667,30
"224449",9080103,"Motor Vehicle Mech.","Tamale",9.38335132598877,-0.784348249435425,228,244.5,2
"224466",9080103,"Block Laying & Concreting","Tamale",9.38335132598877,-0.784348249435425,230,236,3
"224477",51804,"General Arts","Sekyere East (Effiduase)",7.21082878112793,-0.844235956668854,208,251.036697247706,109
"224664",51804,"Agriculture","Sekyere East (Effiduase)",7.21082878112793,-0.844235956668854,236,260.5375,80
"224683",51804,"Business","Sekyere East (Effiduase)",7.21082878112793,-0.844235956668854,217,252.78,50
"224937",41002,"General Arts","Aowin Suaman (Enchi)",5.78654623031616,-2.78972434997559,217,267.051282051282,39
"224965",41002,"Agriculture","Aowin Suaman (Enchi)",5.78654623031616,-2.78972434997559,214,249.153846153846,13
"224991",41002,"Home Economics","Aowin Suaman (Enchi)",5.78654623031616,-2.78972434997559,240,267.555555555556,9
"225073",100502,"Agriculture","Nadowli",10.362509727478,-2.42762446403503,191,235,89
"225137",100502,"General Arts","Nadowli",10.362509727478,-2.42762446403503,198,233.230769230769,91
"225148",100502,"Home Economics","Nadowli",10.362509727478,-2.42762446403503,209,227.755555555556,45
"225367",80802,"Agriculture","East Dagomba (Yendi)",9.35213088989258,-0.200845062732697,209,227.5,48
"225375",80802,"Visual Arts","East Dagomba (Yendi)",9.35213088989258,-0.200845062732697,209,229.529411764706,17
"225419",80201,"General Arts","West Gonja (Damongo)",9.50565147399902,-1.70040583610535,244,267.794444444444,180
"225427",80201,"Business","West Gonja (Damongo)",9.50565147399902,-1.70040583610535,198,240.842696629213,178
"225476",80201,"Agriculture","West Gonja (Damongo)",9.50565147399902,-1.70040583610535,226,248.05,100
"225491",80201,"Home Economics","West Gonja (Damongo)",9.50565147399902,-1.70040583610535,204,241.538461538462,39
"225604",80201,"General Science","West Gonja (Damongo)",9.50565147399902,-1.70040583610535,236,271.86,50
"226036",40802,"General Arts","Juaboso Bia (Juaboso)",6.35921287536621,-2.92668342590332,223,247.333333333333,12
"226076",40109,"Agriculture","Shama/Ahanta/East (Sekondi/Takoradi)",5.0811014175415,-1.62365472316742,223,244.4,60
"226117",40109,"Technical","Shama/Ahanta/East (Sekondi/Takoradi)",5.0811014175415,-1.62365472316742,203,237.95,100
"226184",40109,"Home Economics","Shama/Ahanta/East (Sekondi/Takoradi)",5.0811014175415,-1.62365472316742,200,229.983333333333,60
"226276",31003,"Home Economics","Upper Denkyira (Dunkwa-On-Offin)",5.957923412323,-1.86744821071625,246,258,40
"226278",31003,"Agriculture","Upper Denkyira (Dunkwa-On-Offin)",5.957923412323,-1.86744821071625,259,273.225,40
"226280",31003,"Business","Upper Denkyira (Dunkwa-On-Offin)",5.957923412323,-1.86744821071625,242,262.4,80
"226448",71202,"Agriculture","Kadjebi",7.72158908843994,0.496497511863708,220,242,9
"226452",71202,"General Arts","Kadjebi",7.72158908843994,0.496497511863708,211,261.321428571429,28
"226462",71202,"Home Economics","Kadjebi",7.72158908843994,0.496497511863708,228,256.75,4
"226468",71202,"Business","Kadjebi",7.72158908843994,0.496497511863708,225,235.857142857143,7
"226499",51201,"General Arts","Adansi West (Obuasi)",5.98641157150269,-1.65927422046661,286,308.42,150
"226501",51201,"Business","Adansi West (Obuasi)",5.98641157150269,-1.65927422046661,240,272.23,200
"226527",51201,"General Science","Adansi West (Obuasi)",5.98641157150269,-1.65927422046661,245,285.1,50
"226533",51201,"Home Economics","Adansi West (Obuasi)",5.98641157150269,-1.65927422046661,276,297.469387755102,49
"226952",20901,"Agriculture","Kwahu North (Donkorkrom)",6.91197347640991,-0.264697343111038,216,258.692307692308,78
"226953",20901,"General Science","Kwahu North (Donkorkrom)",6.91197347640991,-0.264697343111038,239,281.078947368421,38
"226954",20901,"Business","Kwahu North (Donkorkrom)",6.91197347640991,-0.264697343111038,214,257.324324324324,74
"226967",20901,"General Arts","Kwahu North (Donkorkrom)",6.91197347640991,-0.264697343111038,212,260.591836734694,98
"226980",20901,"Visual Arts","Kwahu North (Donkorkrom)",6.91197347640991,-0.264697343111038,214,252.206896551724,29
"227342",70805,"Business","North Tongu (Adidome)",6.13318634033203,0.407175898551941,209,247.027777777778,36
"227365",70805,"Agriculture","North Tongu (Adidome)",6.13318634033203,0.407175898551941,227,227,1
"227373",61001,"Home Economics","Dormaa (Dormaa Ahenkro)",7.22284889221191,-2.75384044647217,267,295.533333333333,45
"227376",61001,"General Arts","Dormaa (Dormaa Ahenkro)",7.22284889221191,-2.75384044647217,294,313.283333333333,180
"227380",61001,"Business","Dormaa (Dormaa Ahenkro)",7.22284889221191,-2.75384044647217,261,296.3,180
"227405",61001,"Agriculture","Dormaa (Dormaa Ahenkro)",7.22284889221191,-2.75384044647217,286,305.755555555556,45
"227418",61001,"Visual Arts","Dormaa (Dormaa Ahenkro)",7.22284889221191,-2.75384044647217,259,293.355555555556,45
"227488",61001,"General Science","Dormaa (Dormaa Ahenkro)",7.22284889221191,-2.75384044647217,316,336.288888888889,45
"227943",60501,"Agriculture","Jaman (Drobo)",7.68309593200684,-2.7593035697937,272,292.5125,80
"227948",60501,"General Arts","Jaman (Drobo)",7.68309593200684,-2.7593035697937,284,308.3375,160
"227952",60501,"Business","Jaman (Drobo)",7.68309593200684,-2.7593035697937,275,297.1,80
"227957",60501,"General Science","Jaman (Drobo)",7.68309593200684,-2.7593035697937,268,304.8125,80
"228345",31002,"Home Economics","Upper Denkyira (Dunkwa-On-Offin)",5.957923412323,-1.86744821071625,250,268.49,100
"228347",31002,"Agriculture","Upper Denkyira (Dunkwa-On-Offin)",5.957923412323,-1.86744821071625,251,269.94,50
"228356",31002,"General Arts","Upper Denkyira (Dunkwa-On-Offin)",5.957923412323,-1.86744821071625,273,292.181818181818,99
"228360",31002,"Technical","Upper Denkyira (Dunkwa-On-Offin)",5.957923412323,-1.86744821071625,239,262.7,100
"228363",31002,"Business","Upper Denkyira (Dunkwa-On-Offin)",5.957923412323,-1.86744821071625,248,272.17,100
"228846",50801,"Business","Offinso",7.34876441955566,-1.89086854457855,286,307.9375,80
"228856",50801,"Agriculture","Offinso",7.34876441955566,-1.89086854457855,266,291.7125,80
"228861",50801,"Home Economics","Offinso",7.34876441955566,-1.89086854457855,272,292.925,80
"228864",50801,"General Arts","Offinso",7.34876441955566,-1.89086854457855,302,321.358333333333,120
"228871",50801,"General Science","Offinso",7.34876441955566,-1.89086854457855,277,305.8375,80
"229289",70703,"Home Economics","Ketu (Denu)",6.11122751235962,1.03270864486694,224,255.625,40
"229292",70703,"Visual Arts","Ketu (Denu)",6.11122751235962,1.03270864486694,212,245.861111111111,36
"229294",70703,"Business","Ketu (Denu)",6.11122751235962,1.03270864486694,249,279.5875,80
"229295",70703,"General Science","Ketu (Denu)",6.11122751235962,1.03270864486694,249,279.175,40
