"","schoolcode","choicepgm","district","latitude","longtitude","cutoff","quality","size"
"200694",50107,"Business","Kumasi Metro",6.68205976486206,-1.59718716144562,369,381.785185185185,135
"200702",50107,"Home Economics","Kumasi Metro",6.68205976486206,-1.59718716144562,350,365.6,30
"200762",50107,"Agriculture","Kumasi Metro",6.68205976486206,-1.59718716144562,361,373.675,40
"201240",70501,"General Arts","Keta",5.90746402740479,0.853055775165558,281,301.3125,80
"201245",70501,"Visual Arts","Keta",5.90746402740479,0.853055775165558,241,268.475,40
"201249",70501,"Home Economics","Keta",5.90746402740479,0.853055775165558,257,278.075,40
"201251",70501,"Business","Keta",5.90746402740479,0.853055775165558,256,287.25,80
"201258",70501,"General Science","Keta",5.90746402740479,0.853055775165558,259,290.175,80
"201260",70501,"Agriculture","Keta",5.90746402740479,0.853055775165558,243,279.325,40
"201601",9070501,"Mech. Eng. Craft Pract.","Keta",5.90746402740479,0.853055775165558,202,258.578947368421,19
"201603",9070501,"Electrical Installation Works","Keta",5.90746402740479,0.853055775165558,220,250.314285714286,35
"201606",9070501,"Motor Vehicle Mech.","Keta",5.90746402740479,0.853055775165558,207,248.030303030303,33
"201620",9070501,"Fashion Design","Keta",5.90746402740479,0.853055775165558,210,234.1,10
"201635",9070501,"Block Laying & Concreting","Keta",5.90746402740479,0.853055775165558,222,242.4,10
"201639",9070501,"Painting & Decorating","Keta",5.90746402740479,0.853055775165558,218,245.666666666667,9
"201660",9070501,"Carpentry & Joinery","Keta",5.90746402740479,0.853055775165558,236,269,4
"201719",9070501,"Accounting","Keta",5.90746402740479,0.853055775165558,209,233.1,10
"201741",70507,"General Arts","Keta",5.90746402740479,0.853055775165558,221,255.823529411765,34
"201743",70507,"Business","Keta",5.90746402740479,0.853055775165558,217,245.076923076923,13
"201747",70507,"Home Economics","Keta",5.90746402740479,0.853055775165558,213,233.166666666667,12
"201812",70508,"Home Economics","Keta",5.90746402740479,0.853055775165558,214,237.666666666667,12
"201815",70508,"General Arts","Keta",5.90746402740479,0.853055775165558,214,254.576923076923,26
"201817",70508,"Business","Keta",5.90746402740479,0.853055775165558,221,254.666666666667,12
"201866",40402,"Agriculture","Jomoro (Half Assini)",5.06950759887695,-2.80322027206421,210,249.62962962963,27
"201878",40402,"General Arts","Jomoro (Half Assini)",5.06950759887695,-2.80322027206421,199,236.302325581395,43
"201885",40402,"Business","Jomoro (Half Assini)",5.06950759887695,-2.80322027206421,212,236.176470588235,17
"201890",40402,"Home Economics","Jomoro (Half Assini)",5.06950759887695,-2.80322027206421,205,235.615384615385,13
"201981",50701,"Business","Kwabre (Mamponteng)",6.80677843093872,-1.54142010211945,250,276.475,120
"202019",50701,"Home Economics","Kwabre (Mamponteng)",6.80677843093872,-1.54142010211945,270,290.775,40
"202058",50701,"General Arts","Kwabre (Mamponteng)",6.80677843093872,-1.54142010211945,275,295.358333333333,120
"202115",50701,"General Science","Kwabre (Mamponteng)",6.80677843093872,-1.54142010211945,249,277.825,40
"202356",20801,"General Science","Asuogyaman (Senchi Ferry)",6.1892294883728,0.0883282497525215,221,291.536231884058,69
"202366",20801,"General Arts","Asuogyaman (Senchi Ferry)",6.1892294883728,0.0883282497525215,253,283.8,180
"202371",20801,"Home Economics","Asuogyaman (Senchi Ferry)",6.1892294883728,0.0883282497525215,243,272.533333333333,45
"202373",20801,"Business","Asuogyaman (Senchi Ferry)",6.1892294883728,0.0883282497525215,197,262.643410852713,129
"202390",20801,"Visual Arts","Asuogyaman (Senchi Ferry)",6.1892294883728,0.0883282497525215,238,270.58,50
"202404",20801,"Agriculture","Asuogyaman (Senchi Ferry)",6.1892294883728,0.0883282497525215,209,257.866666666667,45
"202923",30501,"Business","Gomoa (Apam)",5.40456104278564,-0.723635494709015,335,354.22,150
"202930",30501,"General Arts","Gomoa (Apam)",5.40456104278564,-0.723635494709015,344,356.804054054054,148
"202947",30501,"General Science","Gomoa (Apam)",5.40456104278564,-0.723635494709015,344,359.86,50
"202980",30501,"Visual Arts","Gomoa (Apam)",5.40456104278564,-0.723635494709015,328,342.9,50
"202988",30501,"Home Economics","Gomoa (Apam)",5.40456104278564,-0.723635494709015,324,338.58,50
"203397",20805,"Business","Asuogyaman (Senchi Ferry)",6.1892294883728,0.0883282497525215,215,255.409090909091,22
"203400",20805,"General Arts","Asuogyaman (Senchi Ferry)",6.1892294883728,0.0883282497525215,213,248.974358974359,39
"203405",20805,"Home Economics","Asuogyaman (Senchi Ferry)",6.1892294883728,0.0883282497525215,220,238.714285714286,14
"203479",20805,"Agriculture","Asuogyaman (Senchi Ferry)",6.1892294883728,0.0883282497525215,211,237,10
"203515",40103,"General Arts","Shama/Ahanta/East (Sekondi/Takoradi)",5.0811014175415,-1.62365472316742,387,400.269230769231,78
"203517",40103,"General Science","Shama/Ahanta/East (Sekondi/Takoradi)",5.0811014175415,-1.62365472316742,400,412.475,40
"203535",40103,"Business","Shama/Ahanta/East (Sekondi/Takoradi)",5.0811014175415,-1.62365472316742,377,395.115384615385,78
"203547",40103,"Home Economics","Shama/Ahanta/East (Sekondi/Takoradi)",5.0811014175415,-1.62365472316742,379,392.35,20
"203566",40103,"Visual Arts","Shama/Ahanta/East (Sekondi/Takoradi)",5.0811014175415,-1.62365472316742,377,386.8,20
"203763",10115,"Technical","Accra Metropolitan",5.6073956489563,-0.197115257382393,295,316.0125,80
"203766",10115,"General Science","Accra Metropolitan",5.6073956489563,-0.197115257382393,274,312.825,40
"203767",10115,"Visual Arts","Accra Metropolitan",5.6073956489563,-0.197115257382393,290,314.875,40
"203773",10115,"General Arts","Accra Metropolitan",5.6073956489563,-0.197115257382393,321,338.538461538462,39
"203781",10115,"Home Economics","Accra Metropolitan",5.6073956489563,-0.197115257382393,275,299.897435897436,39
"204005",50113,"Technical","Kumasi Metro",6.68205976486206,-1.59718716144562,307,330.03,200
"204006",50113,"Business","Kumasi Metro",6.68205976486206,-1.59718716144562,348,361.366666666667,60
"204012",50113,"Home Economics","Kumasi Metro",6.68205976486206,-1.59718716144562,316,331.871428571429,70
"204017",50113,"Visual Arts","Kumasi Metro",6.68205976486206,-1.59718716144562,333,345.542857142857,70
"204033",50113,"General Science","Kumasi Metro",6.68205976486206,-1.59718716144562,351,369.377777777778,45
"204051",50113,"Agriculture","Kumasi Metro",6.68205976486206,-1.59718716144562,327,344.355555555556,45
"204059",50113,"General Arts","Kumasi Metro",6.68205976486206,-1.59718716144562,355,365.866666666667,60
"204572",20501,"Agriculture","West Akim (Asamankese)",5.8336124420166,-0.609122574329376,278,300.633333333333,60
"204576",20501,"Visual Arts","West Akim (Asamankese)",5.8336124420166,-0.609122574329376,270,292.016666666667,60
"204577",20501,"Home Economics","West Akim (Asamankese)",5.8336124420166,-0.609122574329376,288,305.8,60
"204585",20501,"Business","West Akim (Asamankese)",5.8336124420166,-0.609122574329376,306,324.366666666667,60
"204586",20501,"General Science","West Akim (Asamankese)",5.8336124420166,-0.609122574329376,293,320.5,60
"204591",20501,"General Arts","West Akim (Asamankese)",5.8336124420166,-0.609122574329376,311,329.483333333333,120
"204989",40501,"Agriculture","Wassa Amenfi (Asankragwa)",5.72551774978638,-2.3020179271698,262,283.65,60
"204993",40501,"General Science","Wassa Amenfi (Asankragwa)",5.72551774978638,-2.3020179271698,263,302.4,40
"205003",40501,"Home Economics","Wassa Amenfi (Asankragwa)",5.72551774978638,-2.3020179271698,255,281.46,50
"205004",40501,"General Arts","Wassa Amenfi (Asankragwa)",5.72551774978638,-2.3020179271698,264,287.86,150
"205021",40501,"Business","Wassa Amenfi (Asankragwa)",5.72551774978638,-2.3020179271698,245,271.033333333333,150
"205078",40501,"Visual Arts","Wassa Amenfi (Asankragwa)",5.72551774978638,-2.3020179271698,222,245.297297297297,37
"205549",40503,"Technical","Wassa Amenfi (Asankragwa)",5.72551774978638,-2.3020179271698,209,245.263736263736,91
"205557",40503,"General Arts","Wassa Amenfi (Asankragwa)",5.72551774978638,-2.3020179271698,202,241.25,80
"205581",40503,"Agriculture","Wassa Amenfi (Asankragwa)",5.72551774978638,-2.3020179271698,211,241.909090909091,55
"205779",50101,"General Science","Kumasi Metro",6.68205976486206,-1.59718716144562,352,366.244444444444,90
"205781",50101,"General Arts","Kumasi Metro",6.68205976486206,-1.59718716144562,351,362.308724832215,149
"205783",50101,"Business","Kumasi Metro",6.68205976486206,-1.59718716144562,340,354.477987421384,159
"205795",50101,"Home Economics","Kumasi Metro",6.68205976486206,-1.59718716144562,329,339.04,50
"205803",50101,"Visual Arts","Kumasi Metro",6.68205976486206,-1.59718716144562,341,355.62,50
"206303",51206,"General Arts","Adansi West (Obuasi)",5.98641157150269,-1.65927422046661,214,268.177966101695,118
"206318",51206,"Agriculture","Adansi West (Obuasi)",5.98641157150269,-1.65927422046661,211,261.862745098039,51
"206349",51206,"Business","Adansi West (Obuasi)",5.98641157150269,-1.65927422046661,221,271,30
"206578",40603,"Business","Sefwi Wiawso",6.25838994979858,-2.63786101341248,208,234.578947368421,19
"206584",40603,"General Arts","Sefwi Wiawso",6.25838994979858,-2.63786101341248,217,239.227272727273,22
"206644",21503,"Agriculture","Manya Krobo (Odumase-Krobo)",6.41491651535034,-0.127511590719223,212,242.521739130435,23
"206699",21503,"General Arts","Manya Krobo (Odumase-Krobo)",6.41491651535034,-0.127511590719223,195,249.45,100
"206745",21503,"Home Economics","Manya Krobo (Odumase-Krobo)",6.41491651535034,-0.127511590719223,190,236.82,50
"206840",21503,"Business","Manya Krobo (Odumase-Krobo)",6.41491651535034,-0.127511590719223,199,244.707692307692,65
"206936",21503,"General Science","Manya Krobo (Odumase-Krobo)",6.41491651535034,-0.127511590719223,210,262.117647058824,34
"207365",10203,"Home Economics","Tema",5.69031476974487,-0.0500882156193256,253,275.555555555556,45
"207366",10203,"Agriculture","Tema",5.69031476974487,-0.0500882156193256,252,280.777777777778,90
"207384",10203,"General Arts","Tema",5.69031476974487,-0.0500882156193256,256,282.37037037037,135
"207397",10203,"Visual Arts","Tema",5.69031476974487,-0.0500882156193256,249,274.977777777778,45
"207744",31201,"Business","Assin North (Assin Fosu)",5.77799510955811,-1.37461698055267,283,305.313131313131,99
"207747",31201,"Visual Arts","Assin North (Assin Fosu)",5.77799510955811,-1.37461698055267,262,281,40
"207749",31201,"General Arts","Assin North (Assin Fosu)",5.77799510955811,-1.37461698055267,285,307.26,200
"207768",31201,"Agriculture","Assin North (Assin Fosu)",5.77799510955811,-1.37461698055267,288,307.875,40
"207771",31201,"General Science","Assin North (Assin Fosu)",5.77799510955811,-1.37461698055267,299,320.96,50
"207779",31201,"Home Economics","Assin North (Assin Fosu)",5.77799510955811,-1.37461698055267,284,300.52,50
"208226",31204,"Technical","Assin North (Assin Fosu)",5.77799510955811,-1.37461698055267,210,257.227272727273,44
"208228",31204,"General Arts","Assin North (Assin Fosu)",5.77799510955811,-1.37461698055267,233,257.425,120
"208229",31204,"Agriculture","Assin North (Assin Fosu)",5.77799510955811,-1.37461698055267,216,248.129032258065,62
"208238",31204,"Business","Assin North (Assin Fosu)",5.77799510955811,-1.37461698055267,219,256.99,100
"208266",31204,"Home Economics","Assin North (Assin Fosu)",5.77799510955811,-1.37461698055267,210,253.468085106383,47
"208622",31206,"Home Economics","Assin North (Assin Fosu)",5.77799510955811,-1.37461698055267,221,252.619047619048,21
"208633",31206,"Business","Assin North (Assin Fosu)",5.77799510955811,-1.37461698055267,214,239.041666666667,48
"208641",31206,"Agriculture","Assin North (Assin Fosu)",5.77799510955811,-1.37461698055267,212,246.384615384615,52
"208643",31206,"General Arts","Assin North (Assin Fosu)",5.77799510955811,-1.37461698055267,205,245.254901960784,51
"208677",31206,"Visual Arts","Assin North (Assin Fosu)",5.77799510955811,-1.37461698055267,227,237,5
"208826",9030401,"Motor Vehicle Mech.","Abura/Asebu/Kwamankese (Abura Dunkwa)",5.13000059127808,-1.19708836078644,216,244,40
"208833",9030401,"Mech. Eng. Craft Pract.","Abura/Asebu/Kwamankese (Abura Dunkwa)",5.13000059127808,-1.19708836078644,245,272.9,40
"208835",9030401,"Agric. Mechanics","Abura/Asebu/Kwamankese (Abura Dunkwa)",5.13000059127808,-1.19708836078644,218,260.181818181818,11
"208848",9030401,"Painting & Decorating","Abura/Asebu/Kwamankese (Abura Dunkwa)",5.13000059127808,-1.19708836078644,224,246.5,4
"208863",9030401,"Block Laying & Concreting","Abura/Asebu/Kwamankese (Abura Dunkwa)",5.13000059127808,-1.19708836078644,208,251.666666666667,6
"208872",9030401,"Electrical Installation Works","Abura/Asebu/Kwamankese (Abura Dunkwa)",5.13000059127808,-1.19708836078644,241,241,1
"208904",9030401,"Carpentry & Joinery","Abura/Asebu/Kwamankese (Abura Dunkwa)",5.13000059127808,-1.19708836078644,235,247.75,4
"208916",9030401,"Furniture Craft","Abura/Asebu/Kwamankese (Abura Dunkwa)",5.13000059127808,-1.19708836078644,197,223.2,5
"208936",9030401,"Plumbing & Gas Fitting","Abura/Asebu/Kwamankese (Abura Dunkwa)",5.13000059127808,-1.19708836078644,268,287,2
"208966",70204,"General Arts","Kete Krachie",8.05344390869141,-0.0899035781621933,209,235.333333333333,6
"208970",70204,"Business","Kete Krachie",8.05344390869141,-0.0899035781621933,207,228,3
"208971",21101,"General Arts","Kwaebibirem (Kade)",6.13331890106201,-0.799037277698517,271,293.05,140
"208973",21101,"Business","Kwaebibirem (Kade)",6.13331890106201,-0.799037277698517,252,278.54,100
"208974",21101,"Home Economics","Kwaebibirem (Kade)",6.13331890106201,-0.799037277698517,243,263.953846153846,65
"208978",21101,"General Science","Kwaebibirem (Kade)",6.13331890106201,-0.799037277698517,214,271.368421052632,57
"208997",21101,"Agriculture","Kwaebibirem (Kade)",6.13331890106201,-0.799037277698517,243,266.866666666667,60
"209023",21101,"Visual Arts","Kwaebibirem (Kade)",6.13331890106201,-0.799037277698517,204,258.830769230769,65
"209589",60402,"General Science","Atebubu",7.67559051513672,-1.0652015209198,210,264.673913043478,46
"209596",60402,"General Arts","Atebubu",7.67559051513672,-1.0652015209198,234,261.975,120
"209597",60402,"Business","Atebubu",7.67559051513672,-1.0652015209198,207,249.85,80
"209608",60402,"Agriculture","Atebubu",7.67559051513672,-1.0652015209198,205,252.35593220339,59
"209618",60402,"Home Economics","Atebubu",7.67559051513672,-1.0652015209198,209,246.264705882353,34
"209976",70506,"Agriculture","Keta",5.90746402740479,0.853055775165558,200,237.538461538462,13
"209981",70506,"Business","Keta",5.90746402740479,0.853055775165558,213,234.833333333333,6
"209982",70506,"General Arts","Keta",5.90746402740479,0.853055775165558,225,249,12
"209993",70506,"Home Economics","Keta",5.90746402740479,0.853055775165558,217,241,6
"210037",20606,"Business","Birim South (Akim Oda)",5.86416721343994,-0.969164490699768,206,252.5875,80
"210041",20606,"General Arts","Birim South (Akim Oda)",5.86416721343994,-0.969164490699768,235,260.575,120
"210047",20606,"Agriculture","Birim South (Akim Oda)",5.86416721343994,-0.969164490699768,207,250.87037037037,54
"210048",20606,"Home Economics","Birim South (Akim Oda)",5.86416721343994,-0.969164490699768,227,251.35,60
"210090",20606,"Visual Arts","Birim South (Akim Oda)",5.86416721343994,-0.969164490699768,216,249.645161290323,31
"210175",20606,"Technical","Birim South (Akim Oda)",5.86416721343994,-0.969164490699768,211,245.895833333333,48
"210419",20608,"General Arts","Birim South (Akim Oda)",5.86416721343994,-0.969164490699768,214,255.3,60
"210430",20608,"Agriculture","Birim South (Akim Oda)",5.86416721343994,-0.969164490699768,208,247.615384615385,26
"210435",20608,"Business","Birim South (Akim Oda)",5.86416721343994,-0.969164490699768,206,253.974358974359,39
"210590",70103,"General Science","Ho Municipal",6.71760702133179,0.526142239570618,214,260.285714285714,7
"210593",70103,"General Arts","Ho Municipal",6.71760702133179,0.526142239570618,208,258.416666666667,12
"210596",70103,"Home Economics","Ho Municipal",6.71760702133179,0.526142239570618,223,256.5,10
"210609",70103,"Business","Ho Municipal",6.71760702133179,0.526142239570618,238,275.142857142857,7
"210626",70402,"Business","Akatsi",6.20688915252686,0.842700481414795,211,246.235294117647,17
"210627",70402,"General Arts","Akatsi",6.20688915252686,0.842700481414795,216,252.258064516129,31
"210638",70402,"Agriculture","Akatsi",6.20688915252686,0.842700481414795,224,240.181818181818,11
"210685",70803,"General Arts","North Tongu (Adidome)",6.13318634033203,0.407175898551941,212,245.75,24
"210687",70803,"Home Economics","North Tongu (Adidome)",6.13318634033203,0.407175898551941,218,244.625,8
"210692",70803,"Agriculture","North Tongu (Adidome)",6.13318634033203,0.407175898551941,218,240.75,8
"210701",70803,"Technical","North Tongu (Adidome)",6.13318634033203,0.407175898551941,222,260.714285714286,7
